RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
728,E910032,[경부선]건천휴게소,국가교통정보센터(고속도로),129.0997048,35.83252586
729,E910033,[경부선]건천휴게소(부산),국가교통정보센터(고속도로),129.109664916992,35.8310317993164
730,E910036,[경부선]검단,국가교통정보센터(고속도로),128.613122,35.915494
731,E910034,[경부선]검단졸음쉼터(부산),국가교통정보센터(고속도로),128.617630004882,35.9161262512207
732,E910035,[경부선]검단졸음쉼터(서울),국가교통정보센터(고속도로),128.613311767578,35.915355682373
733,E910037,[경부선]격납고,국가교통정보센터(고속도로),129.1059418,35.52709961
734,E910038,[경부선]경산,국가교통정보센터(고속도로),128.7841387,35.87721159
735,E910039,[경부선]경산1교,국가교통정보센터(고속도로),128.8389549,35.87977221
736,E910040,[경부선]경산휴게소,국가교통정보센터(고속도로),128.8115805,35.87809076
737,E910041,[경부선]경주IC,국가교통정보센터(고속도로),129.185451,35.807621
738,E910042,[경부선]경주남산,국가교통정보센터(고속도로),129.1915131,35.78187561
739,E910043,[경부선]경주터널,국가교통정보센터(고속도로),129.072144,35.864423
740,E910044,[경부선]경주터널2,국가교통정보센터(고속도로),129.057345,35.876508
741,E910045,[경부선]경주휴게소,국가교통정보센터(고속도로),129.1940688,35.7229378
742,E910046,[경부선]계룡2교,국가교통정보센터(고속도로),127.97028,36.21306
743,E910047,[경부선]계족,국가교통정보센터(고속도로),127.428719,36.376153
744,E910048,[경부선]공도,국가교통정보센터(고속도로),127.1511613,37.002476
745,E910049,[경부선]공세육교,국가교통정보센터(고속도로),127.1042636,37.24348052
746,E910050,[경부선]광명,국가교통정보센터(고속도로),129.171333,35.813176
747,E910051,[경부선]광명교,국가교통정보센터(고속도로),129.15528,35.81833
748,E910052,[경부선]광천,국가교통정보센터(고속도로),128.015162,36.174586
749,E910053,[경부선]광평교,국가교통정보센터(고속도로),128.3622475,36.10278046
750,E910054,[경부선]구미,국가교통정보센터(고속도로),128.359908,36.11184072
751,E910060,[경부선]구미1교,국가교통정보센터(고속도로),128.3280792,36.13458633
752,E910055,[경부선]구서,국가교통정보센터(고속도로),129.1016331,35.2568233
753,E910061,[경부선]구서신현마을,국가교통정보센터(고속도로),129.101944,35.2578392
754,E910056,[경부선]구성2교,국가교통정보센터(고속도로),127.16847,36.794627
755,E910057,[경부선]구성육교,국가교통정보센터(고속도로),127.1661613,36.80091533
756,E910058,[경부선]구암,국가교통정보센터(고속도로),128.935409545898,35.9119606018066
757,E910062,[경부선]구촌교,국가교통정보센터(고속도로),127.831604003906,36.2704124450683
758,E910059,[경부선]국사교,국가교통정보센터(고속도로),127.364799499511,36.6850776672363
759,E910063,[경부선]금강,국가교통정보센터(고속도로),127.66806,36.27944
760,E910064,[경부선]금강1교,국가교통정보센터(고속도로),127.415691,36.461522
761,E910065,[경부선]금강휴게소(광장),국가교통정보센터(고속도로),127.668268,36.279156
762,E910066,[경부선]금계,국가교통정보센터(고속도로),127.349394,36.712319
763,E910067,[경부선]금계2교,국가교통정보센터(고속도로),127.852836608886,36.2548904418945
764,E910068,[경부선]금곡교,국가교통정보센터(고속도로),127.103224,37.34675865
765,E910069,[경부선]금곡정류장,국가교통정보센터(고속도로),127.788421,36.281705
766,E910070,[경부선]금척교,국가교통정보센터(고속도로),129.1171744,35.82987706
767,E910072,[경부선]금토분기점1,국가교통정보센터(고속도로),127.08472,37.4153
768,E910071,[경부선]금토분기점2,국가교통정보센터(고속도로),127.086135864257,37.4141845703125
769,E910073,[경부선]금현동,국가교통정보센터(고속도로),127.084731,37.415971
770,E910074,[경부선]금호2교,국가교통정보센터(고속도로),128.635192871093,35.9169883728027
771,E910075,[경부선]금호3교,국가교통정보센터(고속도로),128.773,35.8803
772,E910076,[경부선]금호분기점,국가교통정보센터(고속도로),128.522714,35.89321
773,E910077,[경부선]금호분기점2,국가교통정보센터(고속도로),128.5242004,35.89289856
774,E910079,[경부선]금호분기점3,국가교통정보센터(고속도로),128.5209503,35.89345932
775,E910078,[경부선]금호분기점4,국가교통정보센터(고속도로),129.01595,35.895544
776,E910080,[경부선]기흥,국가교통정보센터(고속도로),127.104398,37.226449
777,E910081,[경부선]기흥동탄,국가교통정보센터(고속도로),127.101335,37.222297
778,E910082,[경부선]기흥휴게소(부산),국가교통정보센터(고속도로),127.10611,37.23583
779,E910083,[경부선]김천,국가교통정보센터(고속도로),128.0945745,36.13384808
780,E910084,[경부선]김천2,국가교통정보센터(고속도로),128.102416992187,36.1333923339843
781,E910085,[경부선]김천분기점,국가교통정보센터(고속도로),128.2656298,36.1644747
782,E910086,[경부선]김천분기점2,국가교통정보센터(고속도로),128.2667,36.1573
783,E910087,[경부선]낙동강교,국가교통정보센터(고속도로),128.394973754882,36.0697212219238
784,E910088,[경부선]낙동대교,국가교통정보센터(고속도로),128.393092,36.070261
785,E910089,[경부선]남구미,국가교통정보센터(고속도로),128.370386,36.07024932
786,E910090,[경부선]남사육교,국가교통정보센터(고속도로),127.09806,37.12583
787,E910091,[경부선]남사정류장,국가교통정보센터(고속도로),127.125675,37.085919
788,E910092,[경부선]남사졸음쉼터,국가교통정보센터(고속도로),127.122673034667,37.0919647216796
789,E910093,[경부선]남이,국가교통정보센터(고속도로),127.4253944,36.59226396
790,E910094,[경부선]남이고개,국가교통정보센터(고속도로),127.427421,36.576314
791,E910095,[경부선]남이분기점,국가교통정보센터(고속도로),127.42167,36.59556
792,E910096,[경부선]남이분기점2,국가교통정보센터(고속도로),127.415748596191,36.6013946533203
793,E910097,[경부선]남이육교,국가교통정보센터(고속도로),127.432051,36.549726
794,E910098,[경부선]남청주,국가교통정보센터(고속도로),127.430364,36.538302
795,E910099,[경부선]남청주육교,국가교통정보센터(고속도로),127.430225,36.534643
796,E910100,[경부선]내남정류장,국가교통정보센터(고속도로),129.196873,35.76089984
797,E910101,[경부선]내남졸음쉼터,국가교통정보센터(고속도로),129.1946018,35.75106999
798,E910102,[경부선]내원교,국가교통정보센터(고속도로),129.076292,35.442735
799,E910103,[경부선]내원휴게소,국가교통정보센터(고속도로),129.07164,35.43723679
800,E910105,[경부선]노근2교,국가교통정보센터(고속도로),127.87937,36.220352
801,E910106,[경부선]노근육교,국가교통정보센터(고속도로),127.894272,36.216937
802,E910107,[경부선]노근철교,국가교통정보센터(고속도로),127.883999,36.218832
803,E910108,[경부선]노포교,국가교통정보센터(고속도로),129.1019219,35.28603899
804,E910104,[경부선]녹동육교,국가교통정보센터(고속도로),129.0834108,35.29905871
805,E910109,[경부선]농소,국가교통정보센터(고속도로),128.160064697265,36.1304512023925
806,E910110,[경부선]달래내1,국가교통정보센터(고속도로),127.07639,37.42444
807,E910111,[경부선]달래내2,국가교통정보센터(고속도로),127.069449,37.430381
808,E910112,[경부선]대룡,국가교통정보센터(고속도로),129.092834472656,35.2910537719726
809,E910113,[경부선]대림육교,국가교통정보센터(고속도로),128.7421875,35.8721122741699
810,E910114,[경부선]대신,국가교통정보센터(고속도로),128.183219,36.14141
811,E910115,[경부선]대신2교,국가교통정보센터(고속도로),128.1937105,36.15539621
812,E910116,[경부선]대전,국가교통정보센터(고속도로),127.4530556,36.36027778
813,E910117,[경부선]대창정류장,국가교통정보센터(고속도로),128.9050091,35.90314228
814,E910118,[경부선]대평교,국가교통정보센터(고속도로),128.462432861328,35.9394149780273
815,E910119,[경부선]대화,국가교통정보센터(고속도로),127.2529,36.7365
816,E910120,[경부선]덕곡,국가교통정보센터(고속도로),127.9507125,36.21045649
817,E910121,[경부선]덕암,국가교통정보센터(고속도로),127.41759,36.43124
818,E910122,[경부선]덕운육교,국가교통정보센터(고속도로),129.055907,35.390405
819,E910123,[경부선]덕천교,국가교통정보센터(고속도로),128.04524,36.14305
820,E910124,[경부선]도동분기점,국가교통정보센터(고속도로),128.66534,35.912414
821,E910125,[경부선]도동분기점2,국가교통정보센터(고속도로),128.668685913085,35.90966796875
822,E910126,[경부선]도량2교,국가교통정보센터(고속도로),128.3208257,36.13587651
823,E910127,[경부선]도천,국가교통정보센터(고속도로),129.015641,35.895888
824,E910128,[경부선]동김천,국가교통정보센터(고속도로),128.176374,36.136003
825,E910129,[경부선]동내교,국가교통정보센터(고속도로),128.738464355468,35.8740768432617
826,E910130,[경부선]동대구,국가교통정보센터(고속도로),128.697937,35.883294
827,E910131,[경부선]동대구2,국가교통정보센터(고속도로),128.6830597,35.89292908
828,E910132,[경부선]동이,국가교통정보센터(고속도로),127.62596130371,36.2928810119628
829,E910133,[경부선]동이정류장,국가교통정보센터(고속도로),127.6383549,36.29054125
830,E910134,[경부선]동탄1교,국가교통정보센터(고속도로),127.089761,37.161937
831,E910135,[경부선]동탄분기점,국가교통정보센터(고속도로),127.0958333,37.18194444
832,E910136,[경부선]동탄분기점2,국가교통정보센터(고속도로),127.096296,37.179045
833,E910137,[경부선]두서,국가교통정보센터(고속도로),129.16091,35.634644
834,E910138,[경부선]망향휴게소,국가교통정보센터(고속도로),127.185748,36.86200465
835,E910139,[경부선]매봉1육교,국가교통정보센터(고속도로),127.427947998046,36.4719085693359
836,E910140,[경부선]매원,국가교통정보센터(고속도로),128.427026,35.996099
837,E910141,[경부선]매화리,국가교통정보센터(고속도로),127.5897,36.3012
838,E910143,[경부선]모량교,국가교통정보센터(고속도로),129.13623046875,35.8191223144531
839,E910142,[경부선]목천,국가교통정보센터(고속도로),127.218248,36.76017399
840,E910144,[경부선]목천(고정),국가교통정보센터(고속도로),127.218767,36.760002
841,E910145,[경부선]몽단이고개,국가교통정보센터(고속도로),127.37167,36.67889
842,E910146,[경부선]문덕,국가교통정보센터(고속도로),127.1868,36.869
843,E910147,[경부선]문덕육교,국가교통정보센터(고속도로),127.189638,36.88200465
844,E910148,[경부선]미호교,국가교통정보센터(고속도로),129.1806024,35.6807634
845,E910149,[경부선]미호천교,국가교통정보센터(고속도로),127.376944,36.644722
846,E910150,[경부선]반정1교,국가교통정보센터(고속도로),128.996841430664,35.9261207580566
847,E910151,[경부선]방촌,국가교통정보센터(고속도로),128.6779655,35.89673699
848,E910152,[경부선]백록1교,국가교통정보센터(고속도로),129.081390380859,35.4580268859863
849,E910153,[경부선]백현,국가교통정보센터(고속도로),127.103568,37.376041
850,E910154,[경부선]법동,국가교통정보센터(고속도로),127.435306,36.370998
851,E910155,[경부선]병천2교,국가교통정보센터(고속도로),127.3100273,36.72617465
852,E910156,[경부선]보정교,국가교통정보센터(고속도로),127.104102,37.252236
853,E910157,[경부선]봉산정류장,국가교통정보센터(고속도로),128.032784,36.151182
854,E910159,[경부선]부산동,국가교통정보센터(고속도로),127.0844772,37.15164304
855,E910160,[경부선]부산영업소,국가교통정보센터(고속도로),129.1073715,35.2776357
856,E910161,[경부선]부지,국가교통정보센터(고속도로),129.194091,35.756868
857,E910162,[경부선]북구미IC,국가교통정보센터(고속도로),128.306564331054,36.1410484313964
858,E910158,[경부선]북대구,국가교통정보센터(고속도로),128.5812215,35.90886802
859,E910163,[경부선]북천안,국가교통정보센터(고속도로),127.18901,36.89703
860,E910164,[경부선]비래교,국가교통정보센터(고속도로),127.447563171386,36.3674201965332
861,E910165,[경부선]비룡분기점,국가교통정보센터(고속도로),127.48306,36.3425
862,E910166,[경부선]비상활주로,국가교통정보센터(고속도로),129.105748,35.525502
863,E910167,[경부선]사곡,국가교통정보센터(고속도로),128.361770629882,36.105785369873
864,E910168,[경부선]사복육교,국가교통정보센터(고속도로),128.74938,35.870332
865,E910169,[경부선]사송,국가교통정보센터(고속도로),129.05931,35.320083
866,E910170,[경부선]사정,국가교통정보센터(고속도로),127.3306350708,36.7205848693847
867,E910171,[경부선]산하,국가교통정보센터(고속도로),127.128044128417,37.0801200866699
868,E910172,[경부선]삼양터널,국가교통정보센터(고속도로),127.57528,36.30806
869,E910173,[경부선]삼평터널(서울),국가교통정보센터(고속도로),127.097582,37.403541
870,E910174,[경부선]상갈,국가교통정보센터(고속도로),127.104048,37.266929
871,E910175,[경부선]상북대석,국가교통정보센터(고속도로),129.0568237,35.39230347
872,E910176,[경부선]상서,국가교통정보센터(고속도로),127.4182,36.4494
873,E910177,[경부선]상적교,국가교통정보센터(고속도로),127.060888,37.439058
874,E910178,[경부선]상천교,국가교통정보센터(고속도로),129.100494384765,35.5115242004394
875,E910179,[경부선]새말교,국가교통정보센터(고속도로),129.1932702,35.79191901
876,E910184,[경부선]서경주,국가교통정보센터(고속도로),129.085483,35.84346607
877,E910180,[경부선]서당천교,국가교통정보센터(고속도로),129.011045,35.901312
878,E910185,[경부선]서울산,국가교통정보센터(고속도로),129.1235921,35.55280685
879,E910181,[경부선]서울영업소,국가교통정보센터(고속도로),127.1025,37.36556
880,E910186,[경부선]서울영업소-광장,국가교통정보센터(고속도로),127.103317260742,37.3587951660156
881,E910187,[경부선]서울주JC2,국가교통정보센터(고속도로),129.103242,35.517768
882,E910188,[경부선]서초,국가교통정보센터(고속도로),127.02583,37.48306
883,E910182,[경부선]석계정류장,국가교통정보센터(고속도로),129.061998,35.411311
884,E910189,[경부선]석문암(활천),국가교통정보센터(고속도로),129.1901855,35.70988846
885,E910190,[경부선]석산,국가교통정보센터(고속도로),129.046112060546,35.3271331787109
886,E910191,[경부선]석실육교,국가교통정보센터(고속도로),127.42650604248,36.5838470458984
887,E910183,[경부선]석적교,국가교통정보센터(고속도로),128.408615,36.049821
888,E910192,[경부선]선동,국가교통정보센터(고속도로),127.43111,36.48056
889,E910193,[경부선]선동교,국가교통정보센터(고속도로),129.104049682617,35.261978149414
890,E910194,[경부선]선산육교,국가교통정보센터(고속도로),128.338150024414,36.1311798095703
891,E910196,[경부선]성남1,국가교통정보센터(고속도로),127.243467,36.741756
892,E910195,[경부선]성남2,국가교통정보센터(고속도로),127.227661132812,36.7454185485839
893,E910197,[경부선]성천교,국가교통정보센터(고속도로),129.0846404,35.46612216
894,E910199,[경부선]소계2교,국가교통정보센터(고속도로),127.922859191894,36.2216682434082
895,E910200,[경부선]소도교,국가교통정보센터(고속도로),127.615966,36.291881
896,E910201,[경부선]소토,국가교통정보센터(고속도로),129.053756713867,35.3845977783203
897,E910198,[경부선]속창육교,국가교통정보센터(고속도로),127.284674,36.734244
898,E910202,[경부선]송선2교,국가교통정보센터(고속도로),128.294708251953,36.1459236145019
899,E910203,[경부선]송천,국가교통정보센터(고속도로),128.268754,36.158757
900,E910204,[경부선]송촌,국가교통정보센터(고속도로),127.44181,36.37008
901,E910205,[경부선]송포,국가교통정보센터(고속도로),128.98389,35.93333
902,E910206,[경부선]수원,국가교통정보센터(고속도로),127.103583,37.26395
903,E910207,[경부선]수의,국가교통정보센터(고속도로),127.40861,36.60583
904,E910208,[경부선]승두교,국가교통정보센터(고속도로),127.158873308731,36.9835754695208
905,E910209,[경부선]신갈BS,국가교통정보센터(고속도로),127.104068,37.273917
906,E910210,[경부선]신갈분기점,국가교통정보센터(고속도로),127.10389,37.29111
907,E910211,[경부선]신갈분기점2,국가교통정보센터(고속도로),127.1058333,37.28
908,E910212,[경부선]신계,국가교통정보센터(고속도로),127.204247,36.766359
909,E910213,[경부선]신대철교,국가교통정보센터(고속도로),127.418274,36.397516
910,E910214,[경부선]신동재,국가교통정보센터(고속도로),128.48194,35.92667
911,E910215,[경부선]신부,국가교통정보센터(고속도로),127.166282653808,36.82027053833
912,E910216,[경부선]신사,국가교통정보센터(고속도로),127.222518920898,36.7470245361328
913,E910218,[경부선]신상1교,국가교통정보센터(고속도로),127.487174987792,36.3455657958984
914,E910217,[경부선]신상2교,국가교통정보센터(고속도로),127.49583,36.35056
915,E910219,[경부선]신전1교,국가교통정보센터(고속도로),129.068087,35.431579
916,E910220,[경부선]신촌,국가교통정보센터(고속도로),128.145097,36.127237
917,E910221,[경부선]신탄진,국가교통정보센터(고속도로),127.4200026,36.43966887
918,E910222,[경부선]신탄진쉼터(부산),국가교통정보센터(고속도로),127.41706085205,36.4251899719238
919,E910223,[경부선]신탄진휴게소,국가교통정보센터(고속도로),127.416833,36.425763
920,E910224,[경부선]신평,국가교통정보센터(고속도로),129.079238891601,35.8568572998046
921,E910225,[경부선]아포교,국가교통정보센터(고속도로),128.278965,36.15294701
922,E910226,[경부선]아화,국가교통정보센터(고속도로),129.030899047851,35.8923225402832
923,E910227,[경부선]아화교,국가교통정보센터(고속도로),129.0536065,35.8821552
924,E910228,[경부선]안서철육교,국가교통정보센터(고속도로),127.1765027,36.84422465
925,E910229,[경부선]안서철육교(고정),국가교통정보센터(고속도로),127.17592,36.843882
926,E910230,[경부선]안성,국가교통정보센터(고속도로),127.1539126,36.99453918
927,E910231,[경부선]안성분기점1,국가교통정보센터(고속도로),127.13806,37.04028
928,E910232,[경부선]안성분기점2,국가교통정보센터(고속도로),127.1380556,37.04027778
929,E910233,[경부선]안성분기점3,국가교통정보센터(고속도로),127.139353,37.035106
930,E910234,[경부선]안성천교,국가교통정보센터(고속도로),127.16667,36.97361
931,E910235,[경부선]안성휴게소(부산),국가교통정보센터(고속도로),127.14417,37.01667
932,E910236,[경부선]안성휴게소(서울),국가교통정보센터(고속도로),127.135,37.06972
933,E910237,[경부선]안성휴게소2,국가교통정보센터(고속도로),127.130950927734,37.0752563476562
934,E910238,[경부선]안심,국가교통정보센터(고속도로),128.744995117187,35.870677947998
935,E910239,[경부선]양산,국가교통정보센터(고속도로),129.051197,35.375832
936,E910240,[경부선]양산북정,국가교통정보센터(고속도로),129.0454102,35.35681915
937,E910241,[경부선]양산분기점,국가교통정보센터(고속도로),129.041624,35.332121
938,E910242,[경부선]양산분기점2,국가교통정보센터(고속도로),129.03962,35.337767
939,E910243,[경부선]양산정류장,국가교통정보센터(고속도로),129.045631,35.346841
940,E910244,[경부선]양산졸음쉼터,국가교통정보센터(고속도로),129.041061401367,35.3408050537109
941,E910245,[경부선]양산휴게소,국가교통정보센터(고속도로),129.054335,35.323948
942,E910246,[경부선]양재,국가교통정보센터(고속도로),127.042004,37.461626
943,E910247,[경부선]양지,국가교통정보센터(고속도로),127.418209,36.466091
944,E910248,[경부선]언양분기점,국가교통정보센터(고속도로),129.13174,35.573007
945,E910249,[경부선]언양분기점2,국가교통정보센터(고속도로),129.130926,35.569479
946,E910250,[경부선]언양휴게소,국가교통정보센터(고속도로),129.1358333,35.59055556
947,E910251,[경부선]언양휴게소2,국가교통정보센터(고속도로),129.14117,35.600025
948,E910252,[경부선]연곡,국가교통정보센터(고속도로),127.18194,36.95556
949,E910253,[경부선]연봉,국가교통정보센터(고속도로),127.188018798828,36.9479675292968
950,E910254,[경부선]연축육교,국가교통정보센터(고속도로),127.4249851,36.38667
951,E910255,[경부선]연화재,국가교통정보센터(고속도로),128.4511764,35.96619995
952,E910256,[경부선]영동,국가교통정보센터(고속도로),127.8267176,36.27234884
953,E910257,[경부선]영동1터널(서울)-외부,국가교통정보센터(고속도로),127.729748,36.273964
954,E910259,[경부선]영동2(서울1/1),국가교통정보센터(고속도로),127.772115,36.270949
955,E910260,[경부선]영동2터널(부산외부1),국가교통정보센터(고속도로),127.757882,36.267773
956,E910258,[경부선]영동3터널(서울외부1),국가교통정보센터(고속도로),127.784055,36.278921
957,E910261,[경부선]영천,국가교통정보센터(고속도로),128.9514782,35.92225757
958,E910262,[경부선]영천분기점,국가교통정보센터(고속도로),129.0056239,35.91917546
959,E910263,[경부선]영천정류장,국가교통정보센터(고속도로),128.971384,35.931011
960,E910264,[경부선]오산,국가교통정보센터(고속도로),127.08417,37.14222
961,E910273,[경부선]오산졸음쉼터,국가교통정보센터(고속도로),127.087432861328,37.1575622558593
962,E910281,[경부선]오태교,국가교통정보센터(고속도로),128.3630829,36.07082367
963,E910265,[경부선]옥산,국가교통정보센터(고속도로),127.371177673339,36.6580429077148
964,E910266,[경부선]옥산분기점,국가교통정보센터(고속도로),127.34694,36.704169
965,E910267,[경부선]옥산휴게소,국가교통정보센터(고속도로),127.370775,36.658894
966,E910268,[경부선]옥천,국가교통정보센터(고속도로),127.55111,36.32083
967,E910269,[경부선]옥천1,국가교통정보센터(고속도로),127.561237,36.314564
968,E910279,[경부선]옥천1터널(부산)-1/3,국가교통정보센터(고속도로),127.649839,36.282267
969,E910280,[경부선]옥천1터널(서울)-1/3,국가교통정보센터(고속도로),127.653401,36.281264
970,E910278,[경부선]옥천2터널(부산)-외부,국가교통정보센터(고속도로),127.686198,36.281001
971,E910276,[경부선]옥천3터널(부산)-외부,국가교통정보센터(고속도로),127.692597,36.280034
972,E910277,[경부선]옥천3터널(서울)-외부,국가교통정보센터(고속도로),127.708498,36.27604
973,E910274,[경부선]옥천4터널(부산)-2/4,국가교통정보센터(고속도로),127.720644,36.274942
974,E910275,[경부선]옥천4터널(서울)-2/4,국가교통정보센터(고속도로),127.724152,36.274561
975,E910270,[경부선]옥천쉼터(부산),국가교통정보센터(고속도로),127.540100097656,36.3286476135253
976,E910271,[경부선]옥천쉼터(서울),국가교통정보센터(고속도로),127.529602050781,36.3353385925292
977,E910272,[경부선]옥천휴게소(부산),국가교통정보센터(고속도로),127.60139,36.295
978,E910282,[경부선]왜관,국가교통정보센터(고속도로),128.432585,35.976341
979,E910283,[경부선]외동천교,국가교통정보센터(고속도로),127.109972,37.118007
980,E910284,[경부선]외송1교,국가교통정보센터(고속도로),129.068333,35.312778
981,E910285,[경부선]외천,국가교통정보센터(고속도로),127.4318623,36.54463224
982,E910286,[경부선]외천교,국가교통정보센터(고속도로),128.552184,35.89835053
983,E910287,[경부선]용산,국가교통정보센터(고속도로),127.8380709,36.26545386
984,E910288,[경부선]용원,국가교통정보센터(고속도로),127.2173,36.7601
985,E910289,[경부선]용장초교,국가교통정보센터(고속도로),129.192342,35.779713
986,E910290,[경부선]용정교_경부선,국가교통정보센터(고속도로),127.189358,36.91283465
987,E910291,[경부선]우록,국가교통정보센터(고속도로),127.4287519,36.50867074
988,E910292,[경부선]우천2교,국가교통정보센터(고속도로),127.870559692382,36.2299156188964
989,E910293,[경부선]원곡,국가교통정보센터(고속도로),127.135994,37.05147533
990,E910294,[경부선]원곡졸음쉼터,국가교통정보센터(고속도로),127.152229309082,36.99951171875
991,E910295,[경부선]원동,국가교통정보센터(고속도로),127.090648,37.131212
992,E910296,[경부선]원지동,국가교통정보센터(고속도로),127.060749,37.440057
993,E910297,[경부선]원평1교,국가교통정보센터(고속도로),128.3504028,36.12504959
994,E910298,[경부선]율동1교,국가교통정보센터(고속도로),129.1784014,35.81213146
995,E910299,[경부선]율암2교,국가교통정보센터(고속도로),128.7105345,35.87710102
996,E910300,[경부선]읍내,국가교통정보센터(고속도로),127.426769,36.382683
997,E910301,[경부선]응원,국가교통정보센터(고속도로),127.18276977539,36.7685508728027
998,E910302,[경부선]응원고개,국가교통정보센터(고속도로),127.201448,36.76633532
999,E910303,[경부선]이상육교,국가교통정보센터(고속도로),129.0773926,35.44678497
1000,E910304,[경부선]이조천교,국가교통정보센터(고속도로),129.195203,35.74179644
1001,E910305,[경부선]이조천교2,국가교통정보센터(고속도로),129.195325,35.739841
1002,E910306,[경부선]인보2교,국가교통정보센터(고속도로),129.16822,35.651962
1003,E910307,[경부선]인보교,국가교통정보센터(고속도로),129.1630952,35.64170848
1004,E910308,[경부선]인보정류장,국가교통정보센터(고속도로),129.176064,35.669535
1005,E910309,[경부선]인의교,국가교통정보센터(고속도로),128.0650616,36.13820852
1006,E910313,[경부선]임오교,국가교통정보센터(고속도로),128.384977,36.070085
1007,E910310,[경부선]입장,국가교통정보센터(고속도로),127.189358,36.92672465
1008,E910311,[경부선]입장거봉포도휴게소,국가교통정보센터(고속도로),127.189918,36.94283465
1009,E910312,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),127.189010620117,36.9131050109863
1010,E910314,[경부선]작동교,국가교통정보센터(고속도로),128.235012,36.16040402
1011,E910315,[경부선]작천교,국가교통정보센터(고속도로),129.1172638,35.54358292
1012,E910316,[경부선]전읍교,국가교통정보센터(고속도로),129.171340942382,35.6575088500976
1013,E910317,[경부선]죽암교,국가교통정보센터(고속도로),127.43278,36.52222
1014,E910318,[경부선]죽암휴게소,국가교통정보센터(고속도로),127.429948,36.494798
1015,E910319,[경부선]죽전,국가교통정보센터(고속도로),127.103746,37.314971
1016,E910320,[경부선]죽전교,국가교통정보센터(고속도로),127.429237365722,36.513988494873
1017,E910321,[경부선]죽전휴게소(서울),국가교통정보센터(고속도로),127.10361,37.33278
1018,E910322,[경부선]증약,국가교통정보센터(고속도로),127.52667,36.33694
1019,E910323,[경부선]증약터널,국가교통정보센터(고속도로),127.522275,36.34413359
1020,E910324,[경부선]증약터널(부산)-3/3,국가교통정보센터(고속도로),127.5142365,36.3496933
1021,E910325,[경부선]증약터널(부산)-외부,국가교통정보센터(고속도로),127.509458,36.350408
1022,E910326,[경부선]증약터널(서울)-2/3,국가교통정보센터(고속도로),127.516372,36.348764
1023,E910327,[경부선]증약터널(서울)-외부,국가교통정보센터(고속도로),127.524605,36.340651
1024,E910329,[경부선]지천,국가교통정보센터(고속도로),128.4921875,35.9060668945312
1025,E910330,[경부선]지천철육교,국가교통정보센터(고속도로),128.502555,35.894291
1026,E910328,[경부선]직지사,국가교통정보센터(고속도로),128.018600463867,36.1634483337402
1027,E910331,[경부선]진위천교,국가교통정보센터(고속도로),127.11528,37.10806
1028,E910332,[경부선]천삼휴게소,국가교통정보센터(고속도로),127.173233,36.786573
1029,E910333,[경부선]천수천교,국가교통정보센터(고속도로),127.35778,36.6875
1030,E910334,[경부선]천안,국가교통정보센터(고속도로),127.168774,36.82569999
1031,E910335,[경부선]천안분기점,국가교통정보센터(고속도로),127.17944,36.77139
1032,E910336,[경부선]천안호두휴게소,국가교통정보센터(고속도로),127.263774,36.73156399
1033,E910337,[경부선]천전1교,국가교통정보센터(고속도로),129.1520166,35.61756231
1034,E910338,[경부선]천전육교,국가교통정보센터(고속도로),129.1468346,35.61101204
1035,E910339,[경부선]청성,국가교통정보센터(고속도로),127.749227,36.270014
1036,E910340,[경부선]청성쉼터(서울),국가교통정보센터(고속도로),127.738014221191,36.2722473144531
1037,E910341,[경부선]청주,국가교통정보센터(고속도로),127.385,36.62306
1038,E910342,[경부선]청주분기점,국가교통정보센터(고속도로),127.431884765625,36.5607795715332
1039,E910343,[경부선]청주분기점(고정),국가교통정보센터(고속도로),127.434722,36.563722
1040,E910344,[경부선]청주분기점2,국가교통정보센터(고속도로),127.4284438,36.57079428
1041,E910345,[경부선]청주휴게소,국가교통정보센터(고속도로),127.34889,36.71306
1042,E910346,[경부선]청천2교,국가교통정보센터(고속도로),128.765924,35.87699152
1043,E910347,[경부선]초곡교,국가교통정보센터(고속도로),128.167761,36.130283
1044,E910348,[경부선]추풍령,국가교통정보센터(고속도로),128.001052856445,36.2048454284667
1045,E910349,[경부선]추풍령대교,국가교통정보센터(고속도로),128.0067705,36.19336961
1046,E910350,[경부선]추풍령대교2,국가교통정보센터(고속도로),128.013778686523,36.1790084838867
1047,E910351,[경부선]추풍령쉼터(부산),국가교통정보센터(고속도로),127.990379333496,36.2108001708984
1048,E910352,[경부선]추풍령쉼터(서울),국가교통정보센터(고속도로),127.988159179687,36.2108650207519
1049,E910353,[경부선]추풍령정류장,국가교통정보센터(고속도로),127.996947,36.210554
1050,E910354,[경부선]추풍령휴게소,국가교통정보센터(고속도로),128.00214,36.197067
1051,E910355,[경부선]추풍령휴게소(서울),국가교통정보센터(고속도로),128.0019938,36.2005207
1052,E910356,[경부선]칠곡휴게소,국가교통정보센터(고속도로),128.4305438,36.0192011
1053,E910357,[경부선]통도사,국가교통정보센터(고속도로),129.094185,35.497566
1054,E910358,[경부선]통도사2,국가교통정보센터(고속도로),129.0964156,35.501544
1055,E910360,[경부선]판교1,국가교통정보센터(고속도로),127.100437,37.399693
1056,E910359,[경부선]판교2,국가교통정보센터(고속도로),127.1010817,37.3956205
